1.017226044403840568e+01,1.694667265300168424e+00,-9.081038908177998525e-01,-2.644760367764776188e+00,2.424817814676368588e+00,-1.626590188893977551e+00,4.568129962924107335e-01,1.526752009080627470e+00,-6.185721284945080445e-01,-6.023185431144900681e-01
-4.183803904046083377e-01,3.199015388922232805e+00,1.744675474865493792e+00,-3.629143017265027638e+00,-2.293260713085538416e-01,1.238753590366282520e+00,-1.046279154535990630e+00,7.010676484632134553e-01,3.314622029959151672e-01,2.405668617615488891e+00
5.912578019814154651e+00,-3.099858806551112789e+00,-4.522221274819900216e+00,7.301025023268438163e-01,1.177403273079140611e+00,-2.083829706597662312e+00,1.413340301592707626e-01,-2.158766049666927866e+00,1.616490671405723889e+00,-1.324413349000699069e+00
-9.366402595901988093e+00,4.044805332112303198e+00,1.209720252266103691e+00,2.280046409759803883e+00,-2.095916416544582717e+00,-7.033623764601883988e-01,-5.023125503336412639e-02,-4.145696695763036455e-01,9.626012333758390271e-01,1.434556813030918088e+00
-9.966253842737760049e-01,1.111436979805458058e+01,7.371556103010441952e+00,2.692979254464000327e+00,2.142974304626132920e+00,3.135633363568743448e+00,-1.540795524327570165e+00,-1.118238069237385890e+00,-1.376807952523931622e+00,-2.504720363965504681e+00
1.820373813047899691e+00,7.153250685030964284e+00,2.559964359454575789e+00,2.353006748312416629e+00,1.423266040798504495e+00,-6.091628708644497570e-01,3.386198895894394767e-02,1.262689052044873472e+00,-2.548264894345161125e+00,2.285915028004265603e-01
-1.336445860845387301e+01,4.517760657257753998e+00,3.066698258462721594e+00,4.775769211269301096e+00,-1.852953814858806281e+00,-2.158507071625257456e+00,6.519762766925235598e-01,-2.212357422438116505e-01,5.243287207078302092e-01,-1.492659333936367516e-01
1.408576179963685426e+01,2.466991252848137695e+00,-1.524971056034593042e+00,-9.023421889041257637e-01,5.497365022978074195e-02,-1.929955599013160494e+00,-2.953838624321868389e-01,1.660985919568268576e+00,-5.934769576116183387e-01,-2.981898435964759564e+00
-4.328248700675972671e+00,5.218413642032833977e+00,2.980724182410753986e+00,9.200022548594317673e-01,-8.585228366562450697e-01,-8.655745216564131317e-01,1.175309523442957804e+00,-1.682597953618007736e-01,1.420173080878095240e+00,4.196404533234602829e-01
-9.014461652431712935e+00,1.059854970047613065e+01,7.596663063982703967e+00,3.979717155379546512e+00,5.806366860640585159e+00,1.602341891512858441e+00,-3.645345715430682088e+00,-3.898654313874255983e+00,5.409101551641914973e-01,5.412941507655896212e-01
