1.017226044408817920e+01,1.694667355820586252e+00,-9.080998012685729259e-01,-2.644658162406716695e+00,2.425763652815512650e+00,-1.626376385217712439e+00,4.567289818650518418e-01,1.528379760840729018e+00,-6.625797425755296510e-01,-6.380934686505588260e-01,8.858382999611775777e-01,1.305354371772949662e+00,-1.113017748895936965e+00,-2.485098215559715662e+00,2.279059723111753061e-02,-1.423409810424718147e+00,3.165108464187715853e-01,2.022398919293879604e+00,2.600477351374105961e+00,-3.744671324078985286e-01
-4.183803904156472853e-01,3.199015452939740545e+00,1.744678947680467829e+00,-3.629045420118318876e+00,-2.290544398890988487e-01,1.238755040198158408e+00,-1.046180070825213582e+00,6.985849615155337311e-01,2.933138928043763083e-01,2.364509506039500053e+00,4.326772967301688033e-01,-2.065799689873072165e+00,8.148213389117709982e-01,-9.957254686802317067e-01,8.178270340663719162e-01,5.246944725574392843e-01,-1.423080591278067297e+00,-1.876729758718763685e+00,3.013034071747535680e+00,-1.910259423210030505e+00
5.912578019798966800e+00,-3.099858803626775572e+00,-4.522220108127909199e+00,7.301044773322211690e-01,1.177419660519468447e+00,-2.083909241715626859e+00,1.415337974594022274e-01,-2.158772526916933998e+00,1.611651339426937612e+00,-1.324403320417032237e+00,1.745819338167739376e+00,2.963122356332602347e+00,-1.614086516135353200e-01,-3.906564047421880459e-01,-1.075132086911978035e+00,5.293220887210994263e-01,-2.573128466000367265e+00,1.358597583381122798e+00,-5.686585055412952672e-01,-5.453632326828686816e-01
-9.366402595892028060e+00,4.044805305029687048e+00,1.209717522143092694e+00,2.280013947655355810e+00,-2.095860767540437930e+00,-7.033448576669606433e-01,-5.048612045282761113e-02,-4.135132779822303650e-01,9.754494664242387980e-01,1.442093647861242944e+00,-1.227968446782953693e+00,-3.214126002299759755e+00,6.646175266323668396e-01,2.847511184786036598e+00,1.064361678857890098e-01,8.325148831952146056e-01,-6.978175021255375032e-01,1.142223713825530451e+00,-1.079025056144946815e+00,1.427449599726354490e-01
-9.966253842186572065e-01,1.111436982975246757e+01,7.371552539101383417e+00,2.692965999857856119e+00,2.143135682210340676e+00,3.135289065907926886e+00,-1.539830655143118232e+00,-1.114984560134906433e+00,-1.363588731746144145e+00,-2.491100983452828377e+00,-2.255048754706640679e+00,-6.235020440995936442e-01,-1.662177940876534699e+00,-1.402772719152326930e+00,-2.181068890384635139e+00,-9.114663056623624193e-01,8.984651004108235028e-01,-1.118514087487280095e+00,6.618567953000978159e-03,1.398322419439383291e+00
1.820373813040790267e+00,7.153250699108857802e+00,2.559965139550806956e+00,2.353006615951093394e+00,1.423164476688744351e+00,-6.092692445956220393e-01,3.453690006015641689e-02,1.262738336993560750e+00,-2.551046173813103390e+00,2.296511879935677347e-01,8.076477608412511999e-02,-2.743156726959798064e+00,1.734343350811594853e+00,-1.194267687951852785e+00,1.043051465468748829e+00,4.571847840524999596e-01,4.443456274501859649e-01,-1.211050878618188387e+00,-9.632952608989688859e-01,-2.290284153277676593e-01
-1.336445860846138345e+01,4.517760665759366745e+00,3.066699505031521777e+00,4.775781501127279505e+00,-1.852982553852531078e+00,-2.158508252199564659e+00,6.523168508719103809e-01,-2.217047102322107777e-01,5.179590538790236343e-01,-1.539073457143204648e-01,-1.356401323912159951e+00,2.335151446417796650e-01,-1.210455553398185752e-01,1.286854306249085367e+00,9.386411871495006221e-01,1.198416553786875394e+00,-1.747748387705820305e-01,1.256629038024858813e+00,-5.808894523180870850e-01,-3.543283995050760526e-01
1.408576179958588348e+01,2.466991262949086217e+00,-1.524966318852713165e+00,-9.023168406184662871e-01,5.480446711004424015e-02,-1.929841250665318420e+00,-2.952003491568735982e-01,1.658648417116511897e+00,-6.130241134963240190e-01,-2.993010712986415189e+00,-6.714343343453633706e-01,3.745198416915532125e+00,-7.616134060683317220e-01,1.179055095798750008e+00,1.247695662905805303e-01,-1.184053295624225566e+00,3.749815381998313768e-01,-1.695568461658994719e-01,1.087861024742497601e-01,-1.558385068490392156e+00
-4.328248700681842642e+00,5.218413669625594942e+00,2.980725589587626345e+00,9.200332841704546016e-01,-8.582847370898385453e-01,-8.655584999070238261e-01,1.175455493343842139e+00,-1.683467819603754190e-01,1.401752997097794884e+00,4.024871593536530345e-01,-8.190667212350396520e-01,-4.232963000891913907e-01,-9.836093849447093140e-02,6.220194065047403020e-01,1.543118778919604583e+00,-4.583334736564787515e-01,-6.915304639491576255e-01,7.070436449698018488e-02,1.186574115614383418e+00,-1.110957874891005837e+00
-9.014461652393039870e+00,1.059854973810981349e+01,7.596661080003735300e+00,3.979743737336129072e+00,5.806585028907592871e+00,1.602188328791647853e+00,-3.644664939013439131e+00,-3.897466872968723628e+00,5.431437481074226081e-01,5.360547579153145392e-01,6.281129253677140145e-01,8.291044318346453279e-01,-2.752325502037654026e+00,-1.270862654234355738e+00,-6.138783753460694825e-01,-7.747955392425176502e-01,-9.312016003671371722e-01,3.824857220216681397e-01,1.509134674077515115e+00,7.198820836769147524e-01
-2.098520426982775788e+01,-2.584566180035856586e+00,1.411777437168088900e+00,3.712361596904806493e+00,-5.869864130731033747e+00,5.514777177989766965e-01,2.799310000881212623e+00,4.696717521787859617e+00,-1.679860575215411878e+00,-5.856734324427033123e-01,-5.354087125455807561e-01,-9.057198686691924072e-01,-3.145570111280068470e+00,1.990698219743702646e+00,-3.613578258417019295e+00,-1.288838022710767639e+00,-4.576927530468880567e-01,1.027058428123291067e+00,9.371827124909869466e-01,-2.379465321982897619e-01
-5.361282742132729595e+00,6.254959853684243676e+00,1.932340855925952949e+00,-6.173873771608692218e-01,-3.414357588678337940e+00,-7.053947055174515368e-01,2.300351535422583193e+00,1.451508010223122147e+00,3.594787921871485659e-01,-7.394205346864124451e-01,9.836787117938793346e-01,-8.849006811313939180e-02,6.417377817565834974e-02,-2.365044170923275291e-01,5.124411233040582214e-01,3.481617053645259530e-01,1.901741264992189429e-01,1.264138657245833075e+00,-7.590492043698771063e-01,9.903232236412361500e-01
-1.084672999209978350e+01,5.471730645543321003e+00,3.382578173274977118e+00,6.275644406387681506e+00,-2.850659210218106310e+00,-7.999280081005869514e-01,-2.938712937086779275e-01,1.458326479783953022e+00,7.103995600347283723e-01,-3.154027840531268723e+00,-3.355814291267764204e+00,-3.197482444207495611e+00,1.749480620364852523e+00,3.894110452509379705e+00,7.771296236695452997e-01,1.325109138584353863e+00,1.169454518792303332e+00,9.275670283375863079e-01,1.359811062944173976e-01,-1.112446445686208207e+00
-1.062714466287197013e+01,7.277853750511544817e+00,1.886739101711059519e+00,2.779704154523258808e+00,-1.522234497442133128e+00,-1.027730242840739550e+00,5.787850684387739753e-01,-4.803344385853275389e-01,7.684671806559754126e-01,-3.847783169639220624e-01,5.884512799158478913e-01,-6.535818089319067603e-02,1.029927754643689353e+00,-1.024021271543517075e+00,1.849400545053940526e-01,2.657425831285410212e+00,3.879437720151960867e-01,-6.939882873359236141e-03,4.582706044190100469e-02,-1.484521832629391191e+00
-7.949630432144163983e+00,-1.382566456591085347e+00,-1.576086760726659042e-01,-6.218769258519077914e-01,-2.834971869480148676e+00,-6.405359667624529463e-01,4.541457379285758655e+00,-2.581902830340198740e+00,3.924679280056848185e+00,-1.919393055417663030e+00,7.073721640247561393e-02,2.482695804959415664e+00,1.540208089119681212e+00,1.704102940390306520e+00,-1.926622499283874079e+00,1.189887154560535620e+00,-1.295303631554070245e+00,3.023950543268748792e+00,-2.230405366804615763e+00,-2.048435392100104391e+00
